# beta is the volume thermal expansion 
#   T (K)     V(T) (a.u.)^3   B (T) (kbar)  d B (T) / dP  beta (10^(-6) K^(-1))
 0.47500E+03 0.2692374508992E+03  0.922069E+03  0.264412E+01    0.10329125E+02
 0.47800E+03 0.2692458063023E+03  0.921738E+03  0.265367E+01    0.10359433E+02
 0.48100E+03 0.2692541863022E+03  0.921406E+03  0.266324E+01    0.10389387E+02
 0.48400E+03 0.2692625906177E+03  0.921074E+03  0.267283E+01    0.10418993E+02
 0.48700E+03 0.2692710189725E+03  0.920741E+03  0.268242E+01    0.10448261E+02
 0.49000E+03 0.2692794711014E+03  0.920408E+03  0.269203E+01    0.10477199E+02
 0.49300E+03 0.2692879467396E+03  0.920074E+03  0.270166E+01    0.10505811E+02
 0.49600E+03 0.2692964456318E+03  0.919739E+03  0.271130E+01    0.10534108E+02
 0.49900E+03 0.2693049675274E+03  0.919404E+03  0.272095E+01    0.10562095E+02
 0.50200E+03 0.2693135121798E+03  0.919068E+03  0.273062E+01    0.10589778E+02
 0.50500E+03 0.2693220793487E+03  0.918732E+03  0.274030E+01    0.10617164E+02
 0.50800E+03 0.2693306687999E+03  0.918394E+03  0.274999E+01    0.10644263E+02
 0.51100E+03 0.2693392803067E+03  0.918057E+03  0.275970E+01    0.10671077E+02
 0.51400E+03 0.2693479136408E+03  0.917718E+03  0.276942E+01    0.10697612E+02
 0.51700E+03 0.2693565685832E+03  0.917380E+03  0.277916E+01    0.10723877E+02
 0.52000E+03 0.2693652449207E+03  0.917040E+03  0.278891E+01    0.10749876E+02
 0.52300E+03 0.2693739424407E+03  0.916700E+03  0.279867E+01    0.10775615E+02
 0.52600E+03 0.2693826609405E+03  0.916359E+03  0.280845E+01    0.10801102E+02
 0.52900E+03 0.2693914002178E+03  0.916018E+03  0.281824E+01    0.10826339E+02
 0.53200E+03 0.2694001600759E+03  0.915676E+03  0.282805E+01    0.10851333E+02
 0.53500E+03 0.2694089403223E+03  0.915333E+03  0.283787E+01    0.10876088E+02
 0.53800E+03 0.2694177407678E+03  0.914990E+03  0.284770E+01    0.10900611E+02
 0.54100E+03 0.2694265612302E+03  0.914646E+03  0.285755E+01    0.10924906E+02
 0.54400E+03 0.2694354015271E+03  0.914302E+03  0.286741E+01    0.10948977E+02
 0.54700E+03 0.2694442614820E+03  0.913957E+03  0.287728E+01    0.10972831E+02
 0.55000E+03 0.2694531409250E+03  0.913611E+03  0.288717E+01    0.10996473E+02
 0.55300E+03 0.2694620396867E+03  0.913264E+03  0.289707E+01    0.11019901E+02
 0.55600E+03 0.2694709575957E+03  0.912917E+03  0.290699E+01    0.11043128E+02
 0.55900E+03 0.2694798945009E+03  0.912570E+03  0.291692E+01    0.11066156E+02
 0.56200E+03 0.2694888502349E+03  0.912222E+03  0.292686E+01    0.11088985E+02
 0.56500E+03 0.2694978246479E+03  0.911873E+03  0.293682E+01    0.11111624E+02
 0.56800E+03 0.2695068175863E+03  0.911523E+03  0.294679E+01    0.11134076E+02
 0.57100E+03 0.2695158289034E+03  0.911173E+03  0.295678E+01    0.11156341E+02
 0.57400E+03 0.2695248584500E+03  0.910822E+03  0.296678E+01    0.11178427E+02
 0.57700E+03 0.2695339060875E+03  0.910471E+03  0.297679E+01    0.11200340E+02
 0.58000E+03 0.2695429716787E+03  0.910119E+03  0.298682E+01    0.11222080E+02
 0.58300E+03 0.2695520550837E+03  0.909766E+03  0.299686E+01    0.11243649E+02
 0.58600E+03 0.2695611561711E+03  0.909412E+03  0.300692E+01    0.11265054E+02
 0.58900E+03 0.2695702748103E+03  0.909058E+03  0.301699E+01    0.11286297E+02
 0.59200E+03 0.2695794108720E+03  0.908704E+03  0.302707E+01    0.11307381E+02
 0.59500E+03 0.2695885642325E+03  0.908348E+03  0.303717E+01    0.11328311E+02
 0.59800E+03 0.2695977347714E+03  0.907992E+03  0.304728E+01    0.11349092E+02
 0.60100E+03 0.2696069223690E+03  0.907636E+03  0.305741E+01    0.11369721E+02
 0.60400E+03 0.2696161269044E+03  0.907279E+03  0.306755E+01    0.11390205E+02
 0.60700E+03 0.2696253482666E+03  0.906921E+03  0.307770E+01    0.11410548E+02
 0.61000E+03 0.2696345863421E+03  0.906562E+03  0.308787E+01    0.11430752E+02
 0.61300E+03 0.2696438410226E+03  0.906203E+03  0.309806E+01    0.11450817E+02
 0.61600E+03 0.2696531121958E+03  0.905843E+03  0.310825E+01    0.11470750E+02
 0.61900E+03 0.2696623997634E+03  0.905482E+03  0.311846E+01    0.11490554E+02
 0.62200E+03 0.2696717036188E+03  0.905121E+03  0.312869E+01    0.11510231E+02
 0.62500E+03 0.2696810236643E+03  0.904759E+03  0.313893E+01    0.11529779E+02
 0.62800E+03 0.2696903597940E+03  0.904397E+03  0.314918E+01    0.11549206E+02
