 &plot nbnd=  16, nks=  1820 /
            0.000000  0.000000 -0.183712
    -2.6005178    -2.2885171     3.1620631     4.0668118    14.1988477    15.5346497    19.5104139    19.5104139
    19.5656613    19.5656613    19.7500491    19.7500491    19.8656287    19.8656288    22.8713897    22.9612823
            0.022222  0.000000 -0.183712
    -2.5911776    -2.2793167     3.1706757     4.0753968    14.2047144    15.5391756    19.0742791    19.1353368
    19.3178645    19.3953463    19.8582397    19.9525691    20.0909601    20.2157277    22.9631189    23.0502525
            0.044444  0.000000 -0.183712
    -2.5633669    -2.2516211     3.1966029     4.1015539    14.2219536    15.5521158    18.5732378    18.6270552
    18.8207098    18.8954327    20.1118702    20.2159801    20.3310276    20.5047905    23.1426576    23.2144905
            0.066667  0.000000 -0.183712
    -2.5171682    -2.2054053     3.2398570     4.1452195    14.2493210    15.5704583    18.0332857    18.0679804
    18.2876134    18.3558996    20.2865163    20.4076339    20.4817874    20.7418866    22.8341763    22.9525298
            0.088889  0.000000 -0.183712
    -2.4525289    -2.1409761     3.3002087     4.2062489    14.2839001    15.5871264    17.4754625    17.4759705
    17.7454211    17.7990780    20.4033339    20.5532686    20.5586617    20.9416024    22.3557939    22.5621808
            0.111111  0.000000 -0.183712
    -2.3693687    -2.0580713     3.3779291     4.2847119    14.3202876    15.5846489    16.8652438    16.9202890
    17.2245411    17.2361807    20.4764557    20.5628498    20.6778484    21.1173322    21.8473099    22.1800837
            0.133333  0.000000 -0.183712
    -2.2677441    -1.9567952     3.4728266     4.3804326    14.3460593    15.5186223    16.2485765    16.3866827
    16.6718759    16.7771234    20.4750062    20.5046284    20.7961989    21.2803199    21.3218589    21.8217958
            0.155556  0.000000 -0.183712
    -2.1478533    -1.8372717     3.5846463     4.4932222    14.3320605    15.3052090    15.6332736    15.9094566
    16.1095676    16.4911971    20.2735746    20.4691804    20.7855878    20.9168108    21.4393739    21.4452661
            0.177778  0.000000 -0.183712
    -2.0096266    -1.6994728     3.7135635     4.6231821    14.2170455    14.9170452    15.0246007    15.5524025
    15.5530774    16.3960478    19.9694074    20.2430214    20.3388808    20.9860779    21.0445642    21.6005826
            0.200000  0.000000 -0.183712
    -1.8533552    -1.5435715     3.8592752     4.7698710    13.9377354    14.4257845    14.4317938    15.0019686
    15.3825061    16.4130233    19.6013092    19.6989262    20.0959794    20.4692176    21.1822141    21.7676940
            0.222222  0.000000 -0.183712
    -1.6788697    -1.3696648     4.0216367     4.9332120    13.5231411    13.8391152    13.9116130    14.4599633
    15.3693617    16.4764407    19.1565642    19.2064040    19.7634122    19.9383183    21.3313119    21.9429904
            0.244444  0.000000 -0.183712
    -1.4864087    -1.1778850     4.2006265     5.1128607    13.0448125    13.2661174    13.3826330    13.9278017
    15.4414274    16.5497433    18.6191739    18.8133036    19.3816311    19.4142762    21.4928003    22.0637246
            0.266667  0.000000 -0.183712
    -1.2760151    -0.9681847     4.3959871     5.3082946    12.5443653    12.7080065    12.8558090    13.4067220
    15.5549166    16.6005550    18.0894123    18.4495213    18.9108561    18.9827573    21.6673390    22.1788954
            0.288889  0.000000 -0.183712
    -1.0479879    -0.7408134     4.6073444     5.5186599    12.0401431    12.1657322    12.3365395    12.8983931
    15.6861598    16.5828814    17.5693599    18.1332062    18.4609310    18.5893349    21.8554475    22.3305766
            0.311111  0.000000 -0.183712
    -0.8021583    -0.4957450     4.8347916     5.7437319    11.5401982    11.6400661    11.8274524    12.4042052
    15.8161847    16.4467927    17.0604845    17.7841345    18.1980144    18.2216256    22.0573762    22.5092293
            0.333333  0.000000 -0.183712
    -0.5387739    -0.2332074     5.0775870     5.9819492    11.0489474    11.1317280    11.3304281    11.9253379
    15.9187044    16.1863771    16.5642570    17.3532313    17.9066324    18.1795609    22.2732016    22.7101719
            0.355556  0.000000 -0.183712
    -0.2580361     0.0465804     5.3351222     6.2314917    10.5687573    10.6416464    10.8464514    11.4642210
    15.8440463    15.9504247    16.0836674    16.9095763    17.6862676    18.2956130    22.5026854    22.9300530
            0.377778  0.000000 -0.183712
