 &plot nbnd=  80, nks=    91 /
            0.000000  0.000000  0.000000
    -5.7822298    -5.6981031    -5.5597533    -5.3411360    -5.0725818    -4.7450225    -4.3732116    -3.9316296
    -3.4440943    -2.8941134    -2.2974179    -1.6697222    -0.9645042    -0.2107074     0.6140837     1.3157471
     2.2410703     3.1542801     4.0937291     5.0584914     6.0372010     7.0175487     7.9398949     8.8509288
     9.3302366    10.4044195    10.5230118    12.0986411    12.1333508    13.9318247    13.9895383    15.8942857
    15.9478070    16.4807734    16.4807734    16.4813575    16.4813575    16.5472640    16.5472640    16.5488747
    16.5488747    16.6556492    16.6556492    16.6585905    16.6585905    16.8270991    16.8270991    16.8369424
    16.8369424    17.0188543    17.0188543    17.0704911    17.0704911    17.3075700    17.3075700    17.3512389
    17.3512389    17.6002740    17.6002740    17.6377391    17.6377391    17.8098238    17.8763922    17.9412357
    17.9412357    17.9842585    17.9842585    18.2600631    18.2600631    18.3599547    18.3599547    18.7239879
    18.7239879    19.0703366    19.0703366    19.4272949    19.4272949    19.6863847    19.6863847    19.7983237
            0.022222  0.000000  0.000000
    -5.7729215    -5.6888150    -5.5504018    -5.3318119    -5.0633271    -4.7358177    -4.3640739    -3.9225254
    -3.4350317    -2.8850902    -2.2884404    -1.6607885    -0.9556242    -0.2018836     0.6229927     1.3241677
     2.2496064     3.1627481     4.1021163     5.0667786     6.0453806     7.0256147     7.9479427     8.8588965
     9.3386949    10.4121877    10.5307160    12.1051855    12.1403173    13.9366979    13.9942868    15.8921692
    15.9482278    16.0388845    16.0388871    16.1063786    16.1067897    16.2169051    16.2173141    16.3944207
    16.3945218    16.6128474    16.6149348    16.8371266    16.8373815    16.8747569    16.8761471    16.9052424
    16.9053666    17.0067302    17.0078527    17.1368949    17.1405885    17.2362592    17.2394869    17.4039988
    17.4171202    17.5394990    17.5428076    17.6636260    17.6784870    17.7753187    17.8359377    17.9188187
    17.9376694    17.9672612    17.9698413    18.2109234    18.2599615    18.3395187    18.3544132    18.6902343
    18.6989349    19.0494399    19.0552242    19.3708397    19.3884764    19.6809480    19.6950285    19.8008659
            0.044444  0.000000  0.000000
    -5.7452547    -5.6610817    -5.5226781    -5.3040339    -5.0354841    -4.7081063    -4.3364757    -3.8950579
    -3.4077092    -2.8579766    -2.2615456    -1.6339767    -0.9289064    -0.1752572     0.6498383     1.3494585
     2.2753030     3.1882391     4.1273296     5.0916770     6.0699491     7.0498294     7.9720804     8.8827684
     9.3640398    10.4353986    10.5537230    12.1244931    12.1609383    13.9501289    14.0073299    15.5299926
    15.5300683    15.5981834    15.5988449    15.7088693    15.7095457    15.8766914    15.8886392    15.8895816
    15.9435978    16.1063413    16.1257005    16.3769840    16.3876524    16.6872194    16.6901700    17.0202374
    17.0377690    17.1057508    17.1061265    17.1690957    17.1719087    17.2867421    17.2871511    17.3953655
    17.3963997    17.4629947    17.4656369    17.6474108    17.6835877    17.7037659    17.7552913    17.8542839
    17.9502933    17.9518624    18.0150277    18.1772271    18.1913657    18.2910153    18.3072934    18.6316697
    18.6396261    18.9662266    18.9840063    19.3100698    19.3404351    19.5755197    19.6410190    19.7868094
            0.066667  0.000000  0.000000
    -5.6987216    -5.6145894    -5.4762668    -5.2577329    -4.9893140    -4.6620835    -4.2906151    -3.8493590
    -3.3621752    -2.8126465    -2.2164355    -1.5890815    -0.8842406    -0.1308554     0.6946052     1.3915772
     2.3182210     3.2307608     4.1693550     5.1331588     6.1108290     7.0900643     8.0121264     8.9223052
     9.4061073    10.4736640    10.5915832    12.1552410    12.1940626    13.9674827    14.0238530    14.9777797
    14.9779645    15.0468222    15.0476564    15.1585156    15.1610545    15.3398900    15.3432892    15.5427786
