# beta is the volume thermal expansion 
#   T (K)         V(T) (a.u.)^3          F (T) (Ry)       beta (10^(-6) K^(-1))
 0.73000E+02    0.2686313952125E+03   -0.1582988229319E+02   -0.17086994E+01
 0.76000E+02    0.2686300144170E+03   -0.1582989270721E+02   -0.17094079E+01
 0.79000E+02    0.2686286400229E+03   -0.1582990403871E+02   -0.16933017E+01
 0.82000E+02    0.2686272852009E+03   -0.1582991630672E+02   -0.16608122E+01
 0.85000E+02    0.2686259631861E+03   -0.1582992952872E+02   -0.16125483E+01
 0.88000E+02    0.2686246861669E+03   -0.1582994372094E+02   -0.15494571E+01
 0.91000E+02    0.2686234658515E+03   -0.1582995889840E+02   -0.14720724E+01
 0.94000E+02    0.2686223135678E+03   -0.1582997507504E+02   -0.13812981E+01
 0.97000E+02    0.2686212395665E+03   -0.1582999226382E+02   -0.12780902E+01
 0.10000E+03    0.2686202536348E+03   -0.1583001047678E+02   -0.11630572E+01
 0.10300E+03    0.2686193650422E+03   -0.1583002972511E+02   -0.10374148E+01
 0.10600E+03    0.2686185816166E+03   -0.1583005001921E+02   -0.90227586E+00
 0.10900E+03    0.2686179108339E+03   -0.1583007136870E+02   -0.75812393E+00
 0.11200E+03    0.2686173597426E+03   -0.1583009378244E+02   -0.60609093E+00
 0.11500E+03    0.2686169339946E+03   -0.1583011726862E+02   -0.44741124E+00
 0.11800E+03    0.2686166386492E+03   -0.1583014183475E+02   -0.28232371E+00
 0.12100E+03    0.2686164789735E+03   -0.1583016748760E+02   -0.11177188E+00
 0.12400E+03    0.2686164585066E+03   -0.1583019423339E+02    0.63181334E-01
 0.12700E+03    0.2686165808028E+03   -0.1583022207766E+02    0.24198318E+00
 0.13000E+03    0.2686168485108E+03   -0.1583025102537E+02    0.42407091E+00
 0.13300E+03    0.2686172642783E+03   -0.1583028108087E+02    0.60864308E+00
 0.13600E+03    0.2686178294630E+03   -0.1583031224798E+02    0.79508707E+00
 0.13900E+03    0.2686185457257E+03   -0.1583034452994E+02    0.98317263E+00
 0.14200E+03    0.2686194140534E+03   -0.1583037792944E+02    0.11720814E+01
 0.14500E+03    0.2686204347886E+03   -0.1583041244873E+02    0.13614113E+01
 0.14800E+03    0.2686216082708E+03   -0.1583044808951E+02    0.15509505E+01
 0.15100E+03    0.2686229345016E+03   -0.1583048485300E+02    0.17401186E+01
 0.15400E+03    0.2686244128853E+03   -0.1583052274004E+02    0.19286738E+01
 0.15700E+03    0.2686260430347E+03   -0.1583056175095E+02    0.21162289E+01
 0.16000E+03    0.2686278237304E+03   -0.1583060188572E+02    0.23025432E+01
 0.16300E+03    0.2686297541978E+03   -0.1583064314389E+02    0.24876473E+01
 0.16600E+03    0.2686318332669E+03   -0.1583068552461E+02    0.26710022E+01
 0.16900E+03    0.2686340592950E+03   -0.1583072902675E+02    0.28523400E+01
 0.17200E+03    0.2686364306810E+03   -0.1583077364881E+02    0.30316994E+01
 0.17500E+03    0.2686389458445E+03   -0.1583081938894E+02    0.32089955E+01
 0.17800E+03    0.2686416030480E+03   -0.1583086624501E+02    0.33840010E+01
 0.18100E+03    0.2686444003453E+03   -0.1583091421464E+02    0.35567309E+01
 0.18400E+03    0.2686473360230E+03   -0.1583096329512E+02    0.37268917E+01
 0.18700E+03    0.2686504076624E+03   -0.1583101348356E+02    0.38943921E+01
 0.19000E+03    0.2686536134032E+03   -0.1583106477678E+02    0.40593555E+01
 0.19300E+03    0.2686569510254E+03   -0.1583111717143E+02    0.42218396E+01
 0.19600E+03    0.2686604187625E+03   -0.1583117066387E+02    0.43816019E+01
 0.19900E+03    0.2686640140035E+03   -0.1583122525038E+02    0.45385509E+01
 0.20200E+03    0.2686677348343E+03   -0.1583128092698E+02    0.46928651E+01
 0.20500E+03    0.2686715789321E+03   -0.1583133768957E+02    0.48443229E+01
 0.20800E+03    0.2686755440257E+03   -0.1583139553388E+02    0.49930716E+01
 0.21100E+03    0.2686796280296E+03   -0.1583145445549E+02    0.51393478E+01
 0.21400E+03    0.2686838290539E+03   -0.1583151444984E+02    0.52828160E+01
 0.21700E+03    0.2686881444729E+03   -0.1583157551229E+02    0.54234900E+01
 0.22000E+03    0.2686925724188E+03   -0.1583163763807E+02    0.55616350E+01
 0.22300E+03    0.2686971106930E+03   -0.1583170082230E+02    0.56971003E+01
 0.22600E+03    0.2687017571852E+03   -0.1583176506002E+02    0.58299636E+01
 0.22900E+03    0.2687065098218E+03   -0.1583183034618E+02    0.59601883E+01
 0.23200E+03    0.2687113664335E+03   -0.1583189667567E+02    0.60878916E+01
 0.23500E+03    0.2687163251357E+03   -0.1583196404329E+02    0.62131587E+01
 0.23800E+03    0.2687213838965E+03   -0.1583203244380E+02    0.63359020E+01
 0.24100E+03    0.2687265406899E+03   -0.1583210187190E+02    0.64561510E+01
 0.24400E+03    0.2687317935313E+03   -0.1583217232224E+02    0.65741755E+01
 0.24700E+03    0.2687371408297E+03   -0.1583224378942E+02    0.66898954E+01
 0.25000E+03    0.2687425804715E+03   -0.1583231626803E+02    0.68031965E+01
 0.25300E+03    0.2687481106813E+03   -0.1583238975262E+02    0.69142979E+01
 0.25600E+03    0.2687537296984E+03   -0.1583246423769E+02    0.70231996E+01
 0.25900E+03    0.2687594357477E+03   -0.1583253971777E+02    0.71297923E+01
 0.26200E+03    0.2687652268922E+03   -0.1583261618734E+02    0.72343854E+01
 0.26500E+03    0.2687711018552E+03   -0.1583269364085E+02    0.73369641E+01
 0.26800E+03    0.2687770586758E+03   -0.1583277207280E+02    0.74374134E+01
 0.27100E+03    0.2687830958918E+03   -0.1583285147764E+02    0.75359334E+01
 0.27400E+03    0.2687892118648E+03   -0.1583293184983E+02    0.76324601E+01
 0.27700E+03    0.2687954050294E+03   -0.1583301318385E+02    0.77272127E+01
 0.28000E+03    0.2688016741003E+03   -0.1583309547414E+02    0.78200088E+01
 0.28300E+03    0.2688080172182E+03   -0.1583317871522E+02    0.79109290E+01
 0.28600E+03    0.2688144332271E+03   -0.1583326290155E+02    0.80001735E+01
 0.28900E+03    0.2688209205908E+03   -0.1583334802766E+02    0.80876534E+01
 0.29200E+03    0.2688274780097E+03   -0.1583343408805E+02    0.81735095E+01
 0.29500E+03    0.2688341041744E+03   -0.1583352107726E+02    0.82576786E+01
 0.29800E+03    0.2688407976834E+03   -0.1583360898986E+02    0.83401719E+01
 0.30100E+03    0.2688475572452E+03   -0.1583369782043E+02    0.84211026E+01
 0.30400E+03    0.2688543816407E+03   -0.1583378756356E+02    0.85004832E+01
 0.30700E+03    0.2688612695982E+03   -0.1583387821389E+02    0.85784380E+01
 0.31000E+03    0.2688682200991E+03   -0.1583396976607E+02    0.86549535E+01
 0.31300E+03    0.2688752318499E+03   -0.1583406221477E+02    0.87300086E+01
 0.31600E+03    0.2688823037975E+03   -0.1583415555470E+02    0.88035717E+01
 0.31900E+03    0.2688894345977E+03   -0.1583424978063E+02    0.88758209E+01
 0.32200E+03    0.2688966234843E+03   -0.1583434488729E+02    0.89468133E+01
 0.32500E+03    0.2689038692050E+03   -0.1583444086951E+02    0.90164400E+01
 0.32800E+03    0.2689111708179E+03   -0.1583453772210E+02    0.90848492E+01
 0.33100E+03    0.2689185273097E+03   -0.1583463543995E+02    0.91520043E+01
 0.33400E+03    0.2689259376790E+03   -0.1583473401794E+02    0.92179290E+01
 0.33700E+03    0.2689334009508E+03   -0.1583483345103E+02    0.92826445E+01
 0.34000E+03    0.2689409161579E+03   -0.1583493373417E+02    0.93462575E+01
 0.34300E+03    0.2689484824971E+03   -0.1583503486237E+02    0.94088319E+01
 0.34600E+03    0.2689560991043E+03   -0.1583513683067E+02    0.94702888E+01
 0.34900E+03    0.2689637650487E+03   -0.1583523963415E+02    0.95306053E+01
 0.35200E+03    0.2689714794292E+03   -0.1583534326793E+02    0.95898162E+01
 0.35500E+03    0.2689792413711E+03   -0.1583544772717E+02    0.96481249E+01
 0.35800E+03    0.2689870503011E+03   -0.1583555300703E+02    0.97055320E+01
 0.36100E+03    0.2689949053455E+03   -0.1583565910276E+02    0.97618524E+01
 0.36400E+03    0.2690028056324E+03   -0.1583576600961E+02    0.98171880E+01
 0.36700E+03    0.2690107504523E+03   -0.1583587372289E+02    0.98716606E+01
 0.37000E+03    0.2690187391293E+03   -0.1583598223794E+02    0.99252241E+01
 0.37300E+03    0.2690267708799E+03   -0.1583609155013E+02    0.99779490E+01
 0.37600E+03    0.2690348451416E+03   -0.1583620165487E+02    0.10029782E+02
 0.37900E+03    0.2690429610446E+03   -0.1583631254762E+02    0.10080732E+02
 0.38200E+03    0.2690511180409E+03   -0.1583642422387E+02    0.10130969E+02
 0.38500E+03    0.2690593155357E+03   -0.1583653667915E+02    0.10180356E+02
 0.38800E+03    0.2690675527593E+03   -0.1583664990901E+02    0.10228946E+02
 0.39100E+03    0.2690758292011E+03   -0.1583676390907E+02    0.10276821E+02
 0.39400E+03    0.2690841442234E+03   -0.1583687867496E+02    0.10323933E+02
 0.39700E+03    0.2690924972411E+03   -0.1583699420236E+02    0.10370295E+02
 0.40000E+03    0.2691008876347E+03   -0.1583711048698E+02    0.10415950E+02
 0.40300E+03    0.2691093148887E+03   -0.1583722752458E+02    0.10460930E+02
 0.40600E+03    0.2691177784363E+03   -0.1583734531094E+02    0.10505236E+02
 0.40900E+03    0.2691262777635E+03   -0.1583746384189E+02    0.10548913E+02
 0.41200E+03    0.2691348123745E+03   -0.1583758311329E+02    0.10591901E+02
 0.41500E+03    0.2691433816596E+03   -0.1583770312104E+02    0.10634251E+02
 0.41800E+03    0.2691519852038E+03   -0.1583782386106E+02    0.10676036E+02
 0.42100E+03    0.2691606225178E+03   -0.1583794532933E+02    0.10717174E+02
 0.42400E+03    0.2691692930504E+03   -0.1583806752186E+02    0.10757720E+02
 0.42700E+03    0.2691779964047E+03   -0.1583819043467E+02    0.10797720E+02
 0.43000E+03    0.2691867321015E+03   -0.1583831406386E+02    0.10837158E+02
 0.43300E+03    0.2691954997192E+03   -0.1583843840552E+02    0.10876036E+02
 0.43600E+03    0.2692042987818E+03   -0.1583856345580E+02    0.10914369E+02
 0.43900E+03    0.2692131288888E+03   -0.1583868921088E+02    0.10952185E+02
 0.44200E+03    0.2692219896136E+03   -0.1583881566697E+02    0.10989487E+02
 0.44500E+03    0.2692308805589E+03   -0.1583894282031E+02    0.11026286E+02
 0.44800E+03    0.2692398013135E+03   -0.1583907066720E+02    0.11062592E+02
 0.45100E+03    0.2692487514994E+03   -0.1583919920392E+02    0.11098422E+02
 0.45400E+03    0.2692577307315E+03   -0.1583932842685E+02    0.11133777E+02
 0.45700E+03    0.2692667386319E+03   -0.1583945833234E+02    0.11168673E+02
 0.46000E+03    0.2692757748439E+03   -0.1583958891681E+02    0.11203125E+02
 0.46300E+03    0.2692848390121E+03   -0.1583972017671E+02    0.11237132E+02
 0.46600E+03    0.2692939307796E+03   -0.1583985210850E+02    0.11270704E+02
 0.46900E+03    0.2693030498055E+03   -0.1583998470869E+02    0.11303850E+02
 0.47200E+03    0.2693121957479E+03   -0.1584011797382E+02    0.11336609E+02
 0.47500E+03    0.2693213683282E+03   -0.1584025190045E+02    0.11368941E+02
 0.47800E+03    0.2693305671401E+03   -0.1584038648518E+02    0.11400884E+02
 0.48100E+03    0.2693397919679E+03   -0.1584052172463E+02    0.11432463E+02
 0.48400E+03    0.2693490424439E+03   -0.1584065761547E+02    0.11463607E+02
 0.48700E+03    0.2693583182369E+03   -0.1584079415438E+02    0.11494412E+02
 0.49000E+03    0.2693676191365E+03   -0.1584093133808E+02    0.11524891E+02
 0.49300E+03    0.2693769448310E+03   -0.1584106916330E+02    0.11554977E+02
 0.49600E+03    0.2693862950022E+03   -0.1584120762683E+02    0.11584704E+02
 0.49900E+03    0.2693956693936E+03   -0.1584134672547E+02    0.11614114E+02
 0.50200E+03    0.2694050677547E+03   -0.1584148645605E+02    0.11643182E+02
 0.50500E+03    0.2694144897872E+03   -0.1584162681542E+02    0.11671907E+02
 0.50800E+03    0.2694239352392E+03   -0.1584176780047E+02    0.11700322E+02
 0.51100E+03    0.2694334038679E+03   -0.1584190940811E+02    0.11728407E+02
 0.51400E+03    0.2694428953864E+03   -0.1584205163529E+02    0.11756240E+02
 0.51700E+03    0.2694524096793E+03   -0.1584219447896E+02    0.11783728E+02
 0.52000E+03    0.2694619463102E+03   -0.1584233793613E+02    0.11810917E+02
 0.52300E+03    0.2694715052354E+03   -0.1584248200380E+02    0.11837847E+02
 0.52600E+03    0.2694810860850E+03   -0.1584262667904E+02    0.11864443E+02
 0.52900E+03    0.2694906886927E+03   -0.1584277195889E+02    0.11890765E+02
 0.53200E+03    0.2695003127870E+03   -0.1584291784047E+02    0.11916868E+02
 0.53500E+03    0.2695099582907E+03   -0.1584306432089E+02    0.11942685E+02
 0.53800E+03    0.2695196248225E+03   -0.1584321139730E+02    0.11968192E+02
 0.54100E+03    0.2695293122658E+03   -0.1584335906687E+02    0.11993528E+02
 0.54400E+03    0.2695390204668E+03   -0.1584350732678E+02    0.12018541E+02
 0.54700E+03    0.2695487490609E+03   -0.1584365617427E+02    0.12043341E+02
 0.55000E+03    0.2695584980717E+03   -0.1584380560656E+02    0.12067935E+02
 0.55300E+03    0.2695682671469E+03   -0.1584395562093E+02    0.12092078E+02
 0.55600E+03    0.2695780559144E+03   -0.1584410621467E+02    0.12116140E+02
 0.55900E+03    0.2695878646202E+03   -0.1584425738508E+02    0.12140142E+02
 0.56200E+03    0.2695976929243E+03   -0.1584440912950E+02    0.12163674E+02
 0.56500E+03    0.2696075404110E+03   -0.1584456144530E+02    0.12187106E+02
 0.56800E+03    0.2696174073377E+03   -0.1584471432982E+02    0.12210341E+02
 0.57100E+03    0.2696272931340E+03   -0.1584486778051E+02    0.12233123E+02
 0.57400E+03    0.2696371976409E+03   -0.1584502179476E+02    0.12255909E+02
 0.57700E+03    0.2696471210270E+03   -0.1584517637002E+02    0.12278616E+02
 0.58000E+03    0.2696570630020E+03   -0.1584533150376E+02    0.12300933E+02
 0.58300E+03    0.2696670232272E+03   -0.1584548719347E+02    0.12323064E+02
 0.58600E+03    0.2696770017452E+03   -0.1584564343664E+02    0.12345020E+02
 0.58900E+03    0.2696869982356E+03   -0.1584580023082E+02    0.12366737E+02
 0.59200E+03    0.2696970126342E+03   -0.1584595757354E+02    0.12388313E+02
 0.59500E+03    0.2697070447809E+03   -0.1584611546238E+02    0.12409680E+02
 0.59800E+03    0.2697170945030E+03   -0.1584627389493E+02    0.12430863E+02
 0.60100E+03    0.2697271616788E+03   -0.1584643286878E+02    0.12452002E+02
 0.60400E+03    0.2697372463619E+03   -0.1584659238157E+02    0.12472953E+02
 0.60700E+03    0.2697473481982E+03   -0.1584675243095E+02    0.12493542E+02
 0.61000E+03    0.2697574669601E+03   -0.1584691301458E+02    0.12514057E+02
 0.61300E+03    0.2697676027595E+03   -0.1584707413014E+02    0.12534412E+02
 0.61600E+03    0.2697777552293E+03   -0.1584723577535E+02    0.12554625E+02
 0.61900E+03    0.2697879245101E+03   -0.1584739794791E+02    0.12574726E+02
 0.62200E+03    0.2697981102854E+03   -0.1584756064557E+02    0.12594477E+02
 0.62500E+03    0.2698083123071E+03   -0.1584772386610E+02    0.12614227E+02
 0.62800E+03    0.2698185308257E+03   -0.1584788760726E+02    0.12633826E+02
 0.63100E+03    0.2698287653496E+03   -0.1584805186685E+02    0.12653240E+02
 0.63400E+03    0.2698390160747E+03   -0.1584821664267E+02    0.12672704E+02
 0.63700E+03    0.2698492828898E+03   -0.1584838193255E+02    0.12691724E+02
 0.64000E+03    0.2698595651902E+03   -0.1584854773436E+02    0.12710565E+02
 0.64300E+03    0.2698698632952E+03   -0.1584871404594E+02    0.12729496E+02
 0.64600E+03    0.2698801770341E+03   -0.1584888086518E+02    0.12748246E+02
 0.64900E+03    0.2698905062888E+03   -0.1584904818996E+02    0.12766885E+02
 0.65200E+03    0.2699008510013E+03   -0.1584921601820E+02    0.12785341E+02
 0.65500E+03    0.2699112109346E+03   -0.1584938434784E+02    0.12803603E+02
 0.65800E+03    0.2699215860166E+03   -0.1584955317681E+02    0.12821702E+02
 0.66100E+03    0.2699319760591E+03   -0.1584972250308E+02    0.12839773E+02
 0.66400E+03    0.2699423812081E+03   -0.1584989232461E+02    0.12857654E+02
 0.66700E+03    0.2699528010129E+03   -0.1585006263942E+02    0.12875572E+02
 0.67000E+03    0.2699632359890E+03   -0.1585023344548E+02    0.12893388E+02
 0.67300E+03    0.2699736854579E+03   -0.1585040474084E+02    0.12910879E+02
 0.67600E+03    0.2699841495743E+03   -0.1585057652353E+02    0.12928275E+02
 0.67900E+03    0.2699946280335E+03   -0.1585074879161E+02    0.12945741E+02
 0.68200E+03    0.2700051212578E+03   -0.1585092154312E+02    0.12963014E+02
 0.68500E+03    0.2700156285146E+03   -0.1585109477616E+02    0.12979930E+02
 0.68800E+03    0.2700261499620E+03   -0.1585126848884E+02    0.12996876E+02
 0.69100E+03    0.2700366854924E+03   -0.1585144267925E+02    0.13013873E+02
 0.69400E+03    0.2700472353009E+03   -0.1585161734552E+02    0.13030770E+02
 0.69700E+03    0.2700577990332E+03   -0.1585179248578E+02    0.13047405E+02
 0.70000E+03    0.2700683766220E+03   -0.1585196809819E+02    0.13064099E+02
 0.70300E+03    0.2700789682331E+03   -0.1585214418092E+02    0.13080345E+02
 0.70600E+03    0.2700895729780E+03   -0.1585232073216E+02    0.13096872E+02
 0.70900E+03    0.2701001922049E+03   -0.1585249775006E+02    0.13113415E+02
 0.71200E+03    0.2701108245926E+03   -0.1585267523287E+02    0.13129289E+02
 0.71500E+03    0.2701214703834E+03   -0.1585285317879E+02    0.13145335E+02
 0.71800E+03    0.2701321296165E+03   -0.1585303158606E+02    0.13161462E+02
 0.72100E+03    0.2701428023862E+03   -0.1585321045292E+02    0.13177337E+02
 0.72400E+03    0.2701534881924E+03   -0.1585338977763E+02    0.13192934E+02
 0.72700E+03    0.2701641870889E+03   -0.1585356955846E+02    0.13208840E+02
 0.73000E+03    0.2701748995255E+03   -0.1585374979369E+02    0.13224576E+02
 0.73300E+03    0.2701856247798E+03   -0.1585393048162E+02    0.13240055E+02
 0.73600E+03    0.2701963631613E+03   -0.1585411162055E+02    0.13255578E+02
 0.73900E+03    0.2702071144329E+03   -0.1585429320881E+02    0.13270658E+02
 0.74200E+03    0.2702178781181E+03   -0.1585447524474E+02    0.13285938E+02
 0.74500E+03    0.2702286550210E+03   -0.1585465772665E+02    0.13301510E+02
 0.74800E+03    0.2702394448134E+03   -0.1585484065292E+02    0.13316625E+02
 0.75100E+03    0.2702502470844E+03   -0.1585502402192E+02    0.13331596E+02
 0.75400E+03    0.2702610620155E+03   -0.1585520783202E+02    0.13346304E+02
 0.75700E+03    0.2702718890023E+03   -0.1585539208163E+02    0.13361247E+02
 0.76000E+03    0.2702827290327E+03   -0.1585557676911E+02    0.13376223E+02
 0.76300E+03    0.2702935811745E+03   -0.1585576189291E+02    0.13390707E+02
 0.76600E+03    0.2703044455649E+03   -0.1585594745143E+02    0.13405607E+02
 0.76900E+03    0.2703153227448E+03   -0.1585613344312E+02    0.13420029E+02
 0.77200E+03    0.2703262114010E+03   -0.1585631986642E+02    0.13434569E+02
 0.77500E+03    0.2703371130419E+03   -0.1585650671978E+02    0.13449052E+02
 0.77800E+03    0.2703480260679E+03   -0.1585669400168E+02    0.13463127E+02
 0.78100E+03    0.2703589514208E+03   -0.1585688171059E+02    0.13477703E+02
 0.78400E+03    0.2703698889732E+03   -0.1585706984500E+02    0.13492012E+02
 0.78700E+03    0.2703808384239E+03   -0.1585725840339E+02    0.13506075E+02
 0.79000E+03    0.2703917996773E+03   -0.1585744738430E+02    0.13519966E+02
 0.79300E+03    0.2704027725523E+03   -0.1585763678623E+02    0.13533917E+02
 0.79600E+03    0.2704137573294E+03   -0.1585782660772E+02    0.13548116E+02
